testcase,controllerType,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,heuristic,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
BW-2-8,compos,269.0,153.0,714.0,355.0,261.0,172.0,0.0,1.0,141.0,78.27MB,37.0,True,BFS,,298.0,BFS,326.0,1140.0,0.47,0.83,0.31,0.63,15.0877,0.0,0.0877,12.3684,2,8,78.27
BW-2-8,compos,325.0,39.0,926.0,56.0,590.0,499.0,0.0,1.0,0.0,97.99MB,27.0,True,MA,,617.0,MA,326.0,1140.0,0.12,1.0,0.05,0.81,43.7719,0.0,0.0877,0.0,2,8,97.99
BW-2-8,compos,267.0,39.0,699.0,56.0,335.0,413.0,0.0,1.0,0.0,109.67MB,26.0,True,RA,,361.0,RA,326.0,1140.0,0.12,0.82,0.05,0.61,36.2281,0.0,0.0877,0.0,2,8,109.67
BW-2-8,mono,326.0,325.0,1140.0,805.0,24.0,0.0,0.0,0.0,0.0,14.90MB,59.0,True,,,83.0,Monolithic,326.0,1140.0,1.0,1.0,0.71,1.0,0.0,0.0,0.0,0.0,2,8,14.9
BW-2-9,compos,318.0,186.0,864.0,442.0,328.0,219.0,0.0,1.0,161.0,118.28MB,26.0,True,BFS,,354.0,BFS,402.0,1406.0,0.46,0.79,0.31,0.61,15.5761,0.0,0.0711,11.4509,2,9,118.28
BW-2-9,compos,352.0,50.0,956.0,81.0,565.0,583.0,0.0,1.0,0.0,75.53MB,27.0,True,RA,,592.0,RA,402.0,1406.0,0.12,0.88,0.06,0.68,41.4651,0.0,0.0711,0.0,2,9,75.53
BW-2-9,compos,401.0,331.0,1157.0,838.0,831.0,629.0,0.0,1.0,0.0,90.45MB,27.0,True,MA,,858.0,MA,402.0,1406.0,0.82,1.0,0.6,0.82,44.7368,0.0,0.0711,0.0,2,9,90.45
BW-2-9,mono,402.0,401.0,1406.0,1004.0,19.0,0.0,0.0,0.0,0.0,16.09MB,61.0,True,,,80.0,Monolithic,402.0,1406.0,1.0,1.0,0.71,1.0,0.0,0.0,0.0,0.0,2,9,16.09
BW-3-1,compos,60.0,35.0,119.0,62.0,82.0,46.0,0.0,1.0,0.0,25.44MB,34.0,True,MA,,116.0,MA,66.0,299.0,0.53,0.91,0.21,0.4,15.3846,0.0,0.3344,0.0,3,1,25.44
BW-3-1,compos,48.0,26.0,78.0,39.0,50.0,26.0,0.0,1.0,0.0,18.48MB,26.0,True,RA,,76.0,RA,66.0,299.0,0.39,0.73,0.13,0.26,8.6957,0.0,0.3344,0.0,3,1,18.48
BW-3-1,compos,155.0,44.0,299.0,95.0,60.0,8.0,0.0,1.0,144.0,22.96MB,25.0,True,BFS,,85.0,BFS,66.0,299.0,0.67,2.35,0.32,1.0,2.6756,0.0,0.3344,48.1605,3,1,22.96
BW-3-1,mono,66.0,65.0,299.0,142.0,8.0,0.0,0.0,0.0,0.0,9.29MB,73.0,True,,,81.0,Monolithic,66.0,299.0,0.98,1.0,0.47,1.0,0.0,0.0,0.0,0.0,3,1,9.29
BW-3-10,compos,10527.0,9249.0,42235.0,33777.0,878299.0,28657.0,0.0,1.0,0.0,361.47MB,30.0,True,RA,,878329.0,RA,10650.0,49925.0,0.87,0.99,0.68,0.85,57.4001,0.0,0.002,0.0,3,10,361.47
BW-3-10,compos,10649.0,8095.0,44152.0,29154.0,976591.0,20504.0,0.0,1.0,0.0,310.97MB,37.0,True,MA,,976628.0,MA,10650.0,49925.0,0.76,1.0,0.58,0.88,41.0696,0.0,0.002,0.0,3,10,310.97
BW-3-10,compos,4784.0,424.0,15905.0,1082.0,58755.0,3745.0,0.0,1.0,2048.0,310.93MB,29.0,True,BFS,,58784.0,BFS,10650.0,49925.0,0.04,0.45,0.02,0.32,7.5013,0.0,0.002,4.1022,3,10,310.93
BW-3-10,mono,10650.0,10649.0,49925.0,37969.0,339.0,0.0,0.0,0.0,0.0,98.51MB,109.0,True,,,448.0,Monolithic,10650.0,49925.0,1.0,1.0,0.76,1.0,0.0,0.0,0.0,0.0,3,10,98.51
BW-3-11,compos,5822.0,488.0,19768.0,1251.0,98778.0,4731.0,0.0,1.0,2409.0,279.36MB,30.0,True,BFS,,98808.0,BFS,13826.0,64879.0,0.04,0.42,0.02,0.3,7.292,0.0,0.0015,3.7131,3,11,279.36
BW-3-11,compos,13349.0,11204.0,53139.0,40959.0,1794054.0,36425.0,0.0,1.0,0.0,381.86MB,29.0,True,RA,,1794083.0,RA,13826.0,64879.0,0.81,0.97,0.63,0.82,56.143,0.0,0.0015,0.0,3,11,381.86
BW-3-11,compos,13825.0,10348.0,58337.0,37812.0,1788713.0,27202.0,0.0,1.0,0.0,378.24MB,29.0,True,MA,,1788742.0,MA,13826.0,64879.0,0.75,1.0,0.58,0.9,41.9273,0.0,0.0015,0.0,3,11,378.24
BW-3-11,mono,13826.0,13825.0,64879.0,49652.0,368.0,0.0,0.0,0.0,0.0,192.49MB,159.0,True,,,527.0,Monolithic,13826.0,64879.0,1.0,1.0,0.77,1.0,0.0,0.0,0.0,0.0,3,11,192.49
BW-3-12,compos,7542.0,1020.0,26440.0,2722.0,211514.0,6412.0,0.0,1.0,3031.0,341.15MB,30.0,True,BFS,,211544.0,BFS,17578.0,82557.0,0.06,0.43,0.03,0.32,7.7668,0.0,0.0012,3.6714,3,12,341.15
BW-3-12,compos,,,,,,,,,,0MB,,,MA,TO,1800000.0,MA,17578.0,82557.0,,,,,,,,,3,12,
BW-3-12,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,17578.0,82557.0,,,,,,,,,3,12,
BW-3-12,mono,17578.0,17577.0,82557.0,63513.0,447.0,0.0,0.0,0.0,0.0,160.20MB,188.0,True,,,635.0,Monolithic,17578.0,82557.0,1.0,1.0,0.77,1.0,0.0,0.0,0.0,0.0,3,12,160.2
BW-3-13,compos,8346.0,689.0,29282.0,1773.0,264572.0,7398.0,0.0,1.0,3268.0,290.92MB,40.0,True,BFS,,264612.0,BFS,21954.0,103187.0,0.03,0.38,0.02,0.28,7.1695,0.0,0.001,3.1671,3,13,290.92
BW-3-13,mono,21954.0,21953.0,103187.0,79738.0,546.0,0.0,0.0,0.0,0.0,219.23MB,169.0,True,,,715.0,Monolithic,21954.0,103187.0,1.0,1.0,0.77,1.0,0.0,0.0,0.0,0.0,3,13,219.23
BW-3-14,compos,9823.0,756.0,34914.0,1952.0,414620.0,8893.0,0.0,1.0,3745.0,350.29MB,41.0,True,BFS,,414661.0,BFS,27002.0,126997.0,0.03,0.36,0.02,0.27,7.0025,0.0,0.0008,2.9489,3,14,350.29
BW-3-14,mono,27002.0,27001.0,126997.0,98513.0,615.0,0.0,0.0,0.0,0.0,322.74MB,196.0,True,,,811.0,Monolithic,27002.0,126997.0,1.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,3,14,322.74
BW-3-15,compos,11456.0,775.0,41217.0,2018.0,637329.0,10801.0,0.0,1.0,4256.0,359.44MB,31.0,True,BFS,,637360.0,BFS,32770.0,154215.0,0.02,0.35,0.01,0.27,7.0039,0.0,0.0006,2.7598,3,15,359.44
BW-3-15,mono,32770.0,32769.0,154215.0,120024.0,790.0,0.0,0.0,0.0,0.0,437.68MB,229.0,True,,,1019.0,Monolithic,32770.0,154215.0,1.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,3,15,437.68
BW-3-2,compos,216.0,69.0,584.0,152.0,215.0,242.0,0.0,1.0,0.0,63.39MB,26.0,True,RA,,241.0,RA,218.0,997.0,0.32,0.99,0.15,0.59,24.2728,0.0,0.1003,0.0,3,2,63.39
BW-3-2,compos,350.0,61.0,770.0,133.0,176.0,65.0,0.0,1.0,231.0,50.44MB,26.0,True,BFS,,202.0,BFS,218.0,997.0,0.28,1.61,0.13,0.77,6.5196,0.0,0.1003,23.1695,3,2,50.44
BW-3-2,compos,217.0,103.0,634.0,237.0,346.0,261.0,0.0,1.0,0.0,102.13MB,31.0,True,MA,,377.0,MA,218.0,997.0,0.47,1.0,0.24,0.64,26.1785,0.0,0.1003,0.0,3,2,102.13
BW-3-2,mono,218.0,217.0,997.0,593.0,21.0,0.0,0.0,0.0,0.0,14.47MB,65.0,True,,,86.0,Monolithic,218.0,997.0,1.0,1.0,0.59,1.0,0.0,0.0,0.0,0.0,3,2,14.47
BW-3-3,compos,463.0,262.0,1314.0,777.0,768.0,748.0,0.0,1.0,0.0,26.65MB,26.0,True,RA,,794.0,RA,514.0,2367.0,0.51,0.9,0.33,0.56,31.6012,0.0,0.0422,0.0,3,3,26.65
BW-3-3,compos,590.0,98.0,1447.0,223.0,496.0,171.0,0.0,1.0,353.0,54.41MB,26.0,True,BFS,,522.0,BFS,514.0,2367.0,0.19,1.15,0.09,0.61,7.2243,0.0,0.0422,14.9134,3,3,54.41
BW-3-3,compos,513.0,188.0,1746.0,457.0,1322.0,908.0,0.0,1.0,0.0,95.15MB,36.0,True,MA,,1358.0,MA,514.0,2367.0,0.37,1.0,0.19,0.74,38.3608,0.0,0.0422,0.0,3,3,95.15
BW-3-3,mono,514.0,513.0,2367.0,1548.0,36.0,0.0,0.0,0.0,0.0,12.83MB,62.0,True,,,98.0,Monolithic,514.0,2367.0,1.0,1.0,0.65,1.0,0.0,0.0,0.0,0.0,3,3,12.83
BW-3-4,compos,987.0,423.0,3035.0,1160.0,3032.0,1306.0,0.0,1.0,0.0,83.41MB,31.0,True,MA,,3063.0,MA,1002.0,4637.0,0.42,0.99,0.25,0.65,28.1648,0.0,0.0216,0.0,3,4,83.41
BW-3-4,compos,860.0,181.0,2679.0,415.0,2188.0,1659.0,0.0,1.0,0.0,134.05MB,38.0,True,RA,,2226.0,RA,1002.0,4637.0,0.18,0.86,0.09,0.58,35.7774,0.0,0.0216,0.0,3,4,134.05
BW-3-4,compos,1017.0,214.0,2816.0,548.0,1511.0,450.0,0.0,1.0,571.0,123.28MB,26.0,True,BFS,,1537.0,BFS,1002.0,4637.0,0.21,1.01,0.12,0.61,9.7046,0.0,0.0216,12.314,3,4,123.28
BW-3-4,mono,1002.0,1001.0,4637.0,3193.0,60.0,0.0,0.0,0.0,0.0,18.95MB,87.0,True,,,147.0,Monolithic,1002.0,4637.0,1.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,3,4,18.95
BW-3-5,compos,1307.0,231.0,3700.0,590.0,2413.0,676.0,0.0,1.0,685.0,208.26MB,37.0,True,BFS,,2450.0,BFS,1730.0,8035.0,0.13,0.76,0.07,0.46,8.4132,0.0,0.0124,8.5252,3,5,208.26
BW-3-5,compos,1728.0,1059.0,6453.0,3475.0,13058.0,3207.0,0.0,1.0,0.0,188.45MB,30.0,True,MA,,13088.0,MA,1730.0,8035.0,0.61,1.0,0.43,0.8,39.9129,0.0,0.0124,0.0,3,5,188.45
BW-3-5,compos,1716.0,1357.0,6203.0,4678.0,10752.0,4013.0,0.0,1.0,0.0,274.70MB,34.0,True,RA,,10786.0,RA,1730.0,8035.0,0.78,0.99,0.58,0.77,49.944,0.0,0.0124,0.0,3,5,274.7
BW-3-5,mono,1730.0,1729.0,8035.0,5714.0,78.0,0.0,0.0,0.0,0.0,35.50MB,68.0,True,,,146.0,Monolithic,1730.0,8035.0,1.0,1.0,0.71,1.0,0.0,0.0,0.0,0.0,3,5,35.5
BW-3-6,compos,2702.0,1709.0,10312.0,5825.0,36224.0,5018.0,0.0,1.0,0.0,271.38MB,39.0,True,MA,,36263.0,MA,2746.0,12789.0,0.62,0.98,0.46,0.81,39.2368,0.0,0.0078,0.0,3,6,271.38
BW-3-6,compos,2742.0,2222.0,10455.0,7785.0,35287.0,6832.0,0.0,1.0,0.0,270.26MB,35.0,True,RA,,35322.0,RA,2746.0,12789.0,0.81,1.0,0.61,0.82,53.4209,0.0,0.0078,0.0,3,6,270.26
BW-3-6,compos,1802.0,256.0,5353.0,628.0,5037.0,1037.0,0.0,1.0,903.0,221.21MB,28.0,True,BFS,,5065.0,BFS,2746.0,12789.0,0.09,0.66,0.05,0.42,8.1085,0.0,0.0078,7.0608,3,6,221.21
BW-3-6,mono,2746.0,2745.0,12789.0,9297.0,106.0,0.0,0.0,0.0,0.0,55.90MB,73.0,True,,,179.0,Monolithic,2746.0,12789.0,1.0,1.0,0.73,1.0,0.0,0.0,0.0,0.0,3,6,55.9
BW-3-7,compos,4097.0,2713.0,16242.0,9451.0,92958.0,7864.0,0.0,1.0,0.0,231.98MB,28.0,True,MA,,92986.0,MA,4098.0,19127.0,0.66,1.0,0.49,0.85,41.1147,0.0,0.0052,0.0,3,7,231.98
BW-3-7,compos,4059.0,3390.0,15602.0,12090.0,82415.0,10349.0,0.0,1.0,0.0,327.33MB,37.0,True,RA,,82452.0,RA,4098.0,19127.0,0.83,0.99,0.63,0.82,54.1068,0.0,0.0052,0.0,3,7,327.33
BW-3-7,compos,2346.0,275.0,7213.0,682.0,9379.0,1473.0,0.0,1.0,1108.0,227.37MB,28.0,True,BFS,,9407.0,BFS,4098.0,19127.0,0.07,0.57,0.04,0.38,7.7012,0.0,0.0052,5.7929,3,7,227.37
BW-3-7,mono,4098.0,4097.0,19127.0,14128.0,159.0,0.0,0.0,0.0,0.0,41.80MB,78.0,True,,,237.0,Monolithic,4098.0,19127.0,1.0,1.0,0.74,1.0,0.0,0.0,0.0,0.0,3,7,41.8
BW-3-8,compos,5820.0,4960.0,23129.0,17849.0,196033.0,15537.0,0.0,1.0,0.0,336.81MB,39.0,True,RA,,196072.0,RA,5834.0,27277.0,0.85,1.0,0.65,0.85,56.9601,0.0,0.0037,0.0,3,8,336.81
BW-3-8,compos,3257.0,487.0,10561.0,1295.0,22141.0,2262.0,0.0,1.0,1483.0,311.39MB,36.0,True,BFS,,22177.0,BFS,5834.0,27277.0,0.08,0.56,0.05,0.39,8.2927,0.0,0.0037,5.4368,3,8,311.39
BW-3-8,compos,5465.0,3388.0,21674.0,12040.0,176419.0,10156.0,0.0,1.0,0.0,334.20MB,28.0,True,MA,,176447.0,MA,5834.0,27277.0,0.58,0.94,0.44,0.79,37.2328,0.0,0.0037,0.0,3,8,334.2
BW-3-8,mono,5834.0,5833.0,27277.0,20393.0,193.0,0.0,0.0,0.0,0.0,57.56MB,100.0,True,,,293.0,Monolithic,5834.0,27277.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,3,8,57.56
BW-3-9,compos,3863.0,405.0,12537.0,1021.0,33398.0,2818.0,0.0,1.0,1710.0,318.23MB,29.0,True,BFS,,33427.0,BFS,8002.0,37467.0,0.05,0.48,0.03,0.33,7.5213,0.0,0.0027,4.564,3,9,318.23
BW-3-9,compos,7948.0,5627.0,32483.0,20284.0,477250.0,15165.0,0.0,1.0,0.0,349.09MB,37.0,True,MA,,477287.0,MA,8002.0,37467.0,0.7,0.99,0.54,0.87,40.4756,0.0,0.0027,0.0,3,9,349.09
BW-3-9,compos,7658.0,640.0,29669.0,1608.0,433856.0,20865.0,0.0,1.0,0.0,344.17MB,41.0,True,RA,,433897.0,RA,8002.0,37467.0,0.08,0.96,0.04,0.79,55.689,0.0,0.0027,0.0,3,9,344.17
BW-3-9,mono,8002.0,8001.0,37467.0,28278.0,244.0,0.0,0.0,0.0,0.0,120.88MB,106.0,True,,,350.0,Monolithic,8002.0,37467.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,3,9,120.88
BW-4-1,compos,652.0,149.0,1448.0,398.0,352.0,16.0,0.0,1.0,660.0,95.84MB,27.0,True,BFS,,379.0,BFS,258.0,1448.0,0.58,2.53,0.27,1.0,1.105,0.0,0.0691,45.5801,4,1,95.84
BW-4-1,compos,186.0,71.0,387.0,136.0,195.0,171.0,0.0,1.0,0.0,44.43MB,27.0,True,RA,,222.0,RA,258.0,1448.0,0.28,0.72,0.09,0.27,11.8094,0.0,0.0691,0.0,4,1,44.43
BW-4-1,compos,256.0,128.0,741.0,299.0,488.0,350.0,0.0,1.0,0.0,30.91MB,26.0,True,MA,,514.0,MA,258.0,1448.0,0.5,0.99,0.21,0.51,24.1713,0.0,0.0691,0.0,4,1,30.91
BW-4-1,mono,258.0,257.0,1448.0,704.0,24.0,0.0,0.0,0.0,0.0,15.77MB,81.0,True,,,105.0,Monolithic,258.0,1448.0,1.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,4,1,15.77
BW-4-10,mono,234258.0,234257.0,1404422.0,1065377.0,6384.0,0.0,0.0,0.0,0.0,2.79GB,854.0,True,,,7238.0,Monolithic,234258.0,1404422.0,1.0,1.0,0.76,1.0,0.0,0.0,0.0,0.0,4,10,2856.96
BW-4-11,mono,331778.0,331777.0,1992488.0,1519744.0,9274.0,0.0,0.0,0.0,0.0,3.95GB,1207.0,True,,,10481.0,Monolithic,331778.0,1992488.0,1.0,1.0,0.76,1.0,0.0,0.0,0.0,0.0,4,11,4044.8
BW-4-12,mono,456978.0,456977.0,2748390.0,2105873.0,14509.0,0.0,0.0,0.0,0.0,5.09GB,1697.0,True,,,16206.0,Monolithic,456978.0,2748390.0,1.0,1.0,0.77,1.0,0.0,0.0,0.0,0.0,4,12,5212.16
BW-4-13,mono,614658.0,614657.0,3701384.0,2847056.0,20219.0,0.0,0.0,0.0,0.0,6.34GB,2323.0,True,,,22542.0,Monolithic,614658.0,3701384.0,1.0,1.0,0.77,1.0,0.0,0.0,0.0,0.0,4,13,6492.16
BW-4-14,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,4,14,
BW-4-2,compos,1079.0,322.0,3542.0,872.0,3252.0,2080.0,0.0,1.0,0.0,100.18MB,31.0,True,RA,,3283.0,RA,1298.0,7430.0,0.25,0.83,0.12,0.48,27.9946,0.0,0.0135,0.0,4,2,100.18
BW-4-2,compos,2336.0,326.0,5950.0,892.0,4419.0,471.0,0.0,1.0,1584.0,214.53MB,27.0,True,BFS,,4446.0,BFS,1298.0,7430.0,0.25,1.8,0.12,0.8,6.3392,0.0,0.0135,21.319,4,2,214.53
BW-4-2,compos,1286.0,548.0,4486.0,1583.0,5992.0,1831.0,0.0,1.0,1.0,193.56MB,26.0,True,MA,,6018.0,MA,1298.0,7430.0,0.42,0.99,0.21,0.6,24.6433,0.0,0.0135,0.0135,4,2,193.56
BW-4-2,mono,1298.0,1297.0,7430.0,4513.0,73.0,0.0,0.0,0.0,0.0,28.91MB,76.0,True,,,149.0,Monolithic,1298.0,7430.0,1.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,4,2,28.91
BW-4-3,compos,3977.0,1657.0,15816.0,6161.0,85439.0,10488.0,0.0,1.0,0.0,327.16MB,36.0,True,RA,,85475.0,RA,4098.0,23784.0,0.4,0.97,0.26,0.66,44.0969,0.0,0.0042,0.0,4,3,327.16
BW-4-3,compos,4122.0,1301.0,17227.0,4162.0,108006.0,8347.0,0.0,1.0,28.0,327.57MB,28.0,True,MA,,108034.0,MA,4098.0,23784.0,0.32,1.01,0.17,0.72,35.095,0.0,0.0042,0.1177,4,3,327.57
BW-4-3,compos,4810.0,372.0,13679.0,959.0,30402.0,1883.0,0.0,1.0,2694.0,313.64MB,36.0,True,BFS,,30438.0,BFS,4098.0,23784.0,0.09,1.17,0.04,0.58,7.9171,0.0,0.0042,11.3269,4,3,313.64
BW-4-3,mono,4098.0,4097.0,23784.0,15776.0,197.0,0.0,0.0,0.0,0.0,62.57MB,93.0,True,,,290.0,Monolithic,4098.0,23784.0,1.0,1.0,0.66,1.0,0.0,0.0,0.0,0.0,4,3,62.57
BW-4-4,compos,6945.0,342.0,20721.0,872.0,75679.0,3336.0,0.0,1.0,3528.0,336.29MB,28.0,True,BFS,,75707.0,BFS,10002.0,58598.0,0.03,0.69,0.01,0.35,5.693,0.0,0.0017,6.0207,4,4,336.29
BW-4-4,compos,10121.0,5094.0,46672.0,20057.0,1036728.0,21308.0,0.0,1.0,124.0,376.25MB,28.0,True,MA,,1036756.0,MA,10002.0,58598.0,0.51,1.01,0.34,0.8,36.363,0.0,0.0017,0.2116,4,4,376.25
BW-4-4,compos,8876.0,3785.0,37099.0,15135.0,576130.0,26399.0,0.0,1.0,0.0,395.88MB,28.0,True,RA,,576158.0,RA,10002.0,58598.0,0.38,0.89,0.26,0.63,45.051,0.0,0.0017,0.0,4,4,395.88
BW-4-4,mono,10002.0,10001.0,58598.0,40721.0,295.0,0.0,0.0,0.0,0.0,158.60MB,126.0,True,,,421.0,Monolithic,10002.0,58598.0,1.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,4,4,158.6
BW-4-5,compos,10510.0,378.0,33029.0,944.0,223710.0,5948.0,0.0,1.0,5089.0,348.14MB,28.0,True,BFS,,223738.0,BFS,20738.0,122312.0,0.02,0.51,0.01,0.27,4.863,0.0,0.0008,4.1607,4,5,348.14
BW-4-5,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,20738.0,122312.0,,,,,,,,,4,5,
BW-4-5,compos,,,,,,,,,,0MB,,,MA,TO,1800000.0,MA,20738.0,122312.0,,,,,,,,,4,5,
BW-4-5,mono,20738.0,20737.0,122312.0,87472.0,621.0,0.0,0.0,0.0,0.0,283.59MB,212.0,True,,,833.0,Monolithic,20738.0,122312.0,1.0,1.0,0.72,1.0,0.0,0.0,0.0,0.0,4,5,283.59
BW-4-6,compos,16899.0,1004.0,56367.0,3000.0,769444.0,10809.0,0.0,1.0,7731.0,371.12MB,29.0,True,BFS,,769473.0,BFS,38418.0,227718.0,0.03,0.44,0.01,0.25,4.7467,0.0,0.0004,3.395,4,6,371.12
BW-4-6,mono,38418.0,38417.0,227718.0,166049.0,1010.0,0.0,0.0,0.0,0.0,528.60MB,262.0,True,,,1272.0,Monolithic,38418.0,227718.0,1.0,1.0,0.73,1.0,0.0,0.0,0.0,0.0,4,6,528.6
BW-4-7,compos,,,,,,,,,,0MB,,,BFS,TO,1800000.0,BFS,65538.0,389960.0,,,,,,,,,4,7,
BW-4-7,mono,65538.0,65537.0,389960.0,288368.0,1690.0,0.0,0.0,0.0,0.0,884.88MB,356.0,True,,,2046.0,Monolithic,65538.0,389960.0,1.0,1.0,0.74,1.0,0.0,0.0,0.0,0.0,4,7,884.88
BW-4-8,mono,104978.0,104977.0,626534.0,468241.0,2737.0,0.0,0.0,0.0,0.0,1.52GB,472.0,True,,,3209.0,Monolithic,104978.0,626534.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,4,8,1556.48
BW-4-9,mono,160002.0,160001.0,957288.0,721376.0,4234.0,0.0,0.0,0.0,0.0,2.00GB,613.0,True,,,4847.0,Monolithic,160002.0,957288.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,4,9,2048.0
BW-5-1,compos,2773.0,704.0,6893.0,2273.0,3535.0,31.0,0.0,1.0,3016.0,115.99MB,33.0,True,BFS,,3568.0,BFS,1026.0,6893.0,0.69,2.7,0.33,1.0,0.4497,0.0,0.0145,43.7545,5,1,115.99
BW-5-1,compos,1021.0,467.0,3473.0,1429.0,4269.0,1598.0,0.0,1.0,0.0,210.41MB,28.0,True,MA,,4297.0,MA,1026.0,6893.0,0.46,1.0,0.21,0.5,23.1829,0.0,0.0145,0.0,5,1,210.41
BW-5-1,compos,723.0,218.0,1846.0,521.0,1691.0,941.0,0.0,1.0,0.0,103.50MB,27.0,True,RA,,1718.0,RA,1026.0,6893.0,0.21,0.7,0.08,0.27,13.6515,0.0,0.0145,0.0,5,1,103.5
BW-5-1,mono,1026.0,1025.0,6893.0,3374.0,79.0,0.0,0.0,0.0,0.0,19.15MB,66.0,True,,,145.0,Monolithic,1026.0,6893.0,1.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,5,1,19.15
BW-5-2,compos,14590.0,1424.0,40652.0,4795.0,251044.0,2474.0,0.0,1.0,10003.0,418.87MB,38.0,True,BFS,,251082.0,BFS,7778.0,53895.0,0.18,1.88,0.09,0.75,4.5904,0.0,0.0019,18.5602,5,2,418.87
BW-5-2,compos,7474.0,2558.0,31073.0,9882.0,412947.0,20231.0,0.0,1.0,0.0,349.38MB,28.0,True,RA,,412975.0,RA,7778.0,53895.0,0.33,0.96,0.18,0.58,37.5378,0.0,0.0019,0.0,5,2,349.38
BW-5-2,compos,7747.0,2603.0,34255.0,9648.0,535664.0,14769.0,0.0,1.0,9.0,324.36MB,37.0,True,MA,,535701.0,MA,7778.0,53895.0,0.33,1.0,0.18,0.64,27.4033,0.0,0.0019,0.0167,5,2,324.36
BW-5-2,mono,7778.0,7777.0,53895.0,32705.0,306.0,0.0,0.0,0.0,0.0,111.73MB,137.0,True,,,443.0,Monolithic,7778.0,53895.0,1.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,5,2,111.73
BW-5-3,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,32770.0,231537.0,,,,,,,,,5,3,
BW-5-3,compos,,,,,,,,,,0MB,,,MA,TO,1800000.0,MA,32770.0,231537.0,,,,,,,,,5,3,
BW-5-3,compos,,,,,,,,,,0MB,,,BFS,TO,1800000.0,BFS,32770.0,231537.0,,,,,,,,,5,3,
BW-5-3,mono,32770.0,32769.0,231537.0,152556.0,1030.0,0.0,0.0,0.0,0.0,558.36MB,242.0,True,,,1272.0,Monolithic,32770.0,231537.0,1.0,1.0,0.66,1.0,0.0,0.0,0.0,0.0,5,3,558.36
BW-5-4,mono,100002.0,100001.0,715559.0,492257.0,3066.0,0.0,0.0,0.0,0.0,1.49GB,475.0,True,,,3541.0,Monolithic,100002.0,715559.0,1.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,5,4,1525.76
BW-5-5,mono,248834.0,248833.0,1796181.0,1268858.0,7981.0,0.0,0.0,0.0,0.0,3.25GB,1009.0,True,,,8990.0,Monolithic,248834.0,1796181.0,1.0,1.0,0.71,1.0,0.0,0.0,0.0,0.0,5,5,3328.0
BW-5-6,mono,537826.0,537825.0,3907143.0,2810049.0,20447.0,0.0,0.0,0.0,0.0,6.48GB,2345.0,True,,,22792.0,Monolithic,537826.0,3907143.0,1.0,1.0,0.72,1.0,0.0,0.0,0.0,0.0,5,6,6635.52
BW-5-7,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,5,7,
BW-6-1,compos,11826.0,2590.0,32186.0,9443.0,77860.0,64.0,0.0,1.0,13684.0,425.32MB,29.0,True,BFS,,77889.0,BFS,4098.0,32186.0,0.63,2.89,0.29,1.0,0.1988,0.0,0.0031,42.5154,6,1,425.32
BW-6-1,compos,3104.0,640.0,10047.0,1838.0,59698.0,5960.0,0.0,1.0,0.0,325.51MB,38.0,True,RA,,59736.0,RA,4098.0,32186.0,0.16,0.76,0.06,0.31,18.5174,0.0,0.0031,0.0,6,1,325.51
BW-6-1,compos,4097.0,2021.0,17792.0,7004.0,140828.0,8742.0,0.0,1.0,0.0,356.16MB,28.0,True,MA,,140856.0,MA,4098.0,32186.0,0.49,1.0,0.22,0.55,27.1609,0.0,0.0031,0.0,6,1,356.16
BW-6-1,mono,4098.0,4097.0,32186.0,15720.0,224.0,0.0,0.0,0.0,0.0,75.26MB,85.0,True,,,309.0,Monolithic,4098.0,32186.0,1.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,6,1,75.26
BW-6-2,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,46658.0,381448.0,,,,,,,,,6,2,
BW-6-2,compos,,,,,,,,,,0MB,,,MA,TO,1800000.0,MA,46658.0,381448.0,,,,,,,,,6,2,
BW-6-2,compos,,,,,,,,,,0MB,,,BFS,TO,1800000.0,BFS,46658.0,381448.0,,,,,,,,,6,2,
