,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
84,31,15,58,20,172,25,0,1,0,17.62,19.0,new,experiments/results/BW_2_2/TB_5mill/84.onnx,BW,2,2,6174.92063498497,4200000,1e-05,20,0.1,15,True,10000,True,10000,True,84
85,30,15,50,20,163,19,0,1,0,17.14,15.0,new,experiments/results/BW_2_2/TB_5mill/85.onnx,BW,2,2,6250.744463920593,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,85
86,27,15,41,20,144,13,0,2,0,17.14,14.0,new,experiments/results/BW_2_2/TB_5mill/86.onnx,BW,2,2,6324.628219842911,4300000,1e-05,20,0.1,15,True,10000,True,10000,True,86
87,31,15,59,20,178,28,0,1,0,17.62,14.0,new,experiments/results/BW_2_2/TB_5mill/87.onnx,BW,2,2,6403.69091296196,4350000,1e-05,20,0.1,15,True,10000,True,10000,True,87
88,30,15,54,20,168,24,0,1,0,17.62,15.0,new,experiments/results/BW_2_2/TB_5mill/88.onnx,BW,2,2,6475.252863645554,4400000,1e-05,20,0.1,15,True,10000,True,10000,True,88
89,30,15,56,20,148,26,0,2,0,17.62,10.0,new,experiments/results/BW_2_2/TB_5mill/89.onnx,BW,2,2,6548.118657112122,4450000,1e-05,20,0.1,15,True,10000,True,10000,True,89
90,20,15,28,20,157,8,0,1,0,16.66,16.0,new,experiments/results/BW_2_2/TB_5mill/90.onnx,BW,2,2,6621.336061954498,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,90
91,29,15,48,20,147,19,0,2,0,17.14,14.0,new,experiments/results/BW_2_2/TB_5mill/91.onnx,BW,2,2,6693.512675523758,4550000,1e-05,20,0.1,15,True,10000,True,10000,True,91
92,21,15,30,20,172,8,0,2,0,16.66,13.0,new,experiments/results/BW_2_2/TB_5mill/92.onnx,BW,2,2,6766.847130775452,4600000,1e-05,20,0.1,15,True,10000,True,10000,True,92
93,23,15,30,20,164,6,0,2,0,16.66,14.0,new,experiments/results/BW_2_2/TB_5mill/93.onnx,BW,2,2,6842.629547834396,4650000,1e-05,20,0.1,15,True,10000,True,10000,True,93
94,33,15,57,20,184,19,0,1,0,17.62,17.0,new,experiments/results/BW_2_2/TB_5mill/94.onnx,BW,2,2,6914.29452586174,4700000,1e-05,20,0.1,15,True,10000,True,10000,True,94
95,19,15,28,20,157,8,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/TB_5mill/95.onnx,BW,2,2,6989.542887926102,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,95
96,28,15,45,20,151,15,0,2,0,17.14,14.0,new,experiments/results/BW_2_2/TB_5mill/96.onnx,BW,2,2,7062.977987289429,4800000,1e-05,20,0.1,15,True,10000,True,10000,True,96
97,23,15,34,20,140,10,0,2,0,16.66,13.0,new,experiments/results/BW_2_2/TB_5mill/97.onnx,BW,2,2,7139.619012832642,4850000,1e-05,20,0.1,15,True,10000,True,10000,True,97
98,27,18,47,29,149,19,0,1,0,17.14,12.0,new,experiments/results/BW_2_2/TB_5mill/98.onnx,BW,2,2,7214.444177389145,4900000,1e-05,20,0.1,15,True,10000,True,10000,True,98
99,27,15,44,20,166,14,0,1,0,17.14,11.0,new,experiments/results/BW_2_2/TB_5mill/99.onnx,BW,2,2,7285.69770359993,4950000,1e-05,20,0.1,15,True,10000,True,10000,True,99
100,21,15,28,20,138,7,0,1,0,16.66,9.0,new,experiments/results/BW_2_2/TB_5mill/100.onnx,BW,2,2,7358.844214677811,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,100
