,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,transitions/ms,idx,expanded states,used states,used transitions,findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded
150,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/45.onnx,DP,1,2,0.023809523809523808,45,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
151,42.0,193.0,False,,new,experiments/results/DP_2_2/boolean/45.onnx,DP,2,1,0.21761658031088082,45,36.0,23.0,27.0,4.0,0.0,1.0,1.0,20.66,31.0,false
152,63.0,209.0,False,,new,experiments/results/DP_2_2/boolean/45.onnx,DP,2,2,0.3014354066985646,45,48.0,25.0,29.0,4.0,1.0,1.0,4.0,20.66,41.0,false
153,3.0,167.0,False,,new,experiments/results/DP_2_2/boolean/46.onnx,DP,1,1,0.017964071856287425,46,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
154,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/46.onnx,DP,1,2,0.023809523809523808,46,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
155,45.0,200.0,False,,new,experiments/results/DP_2_2/boolean/46.onnx,DP,2,1,0.225,46,38.0,23.0,27.0,4.0,1.0,1.0,1.0,20.66,35.0,false
156,54.0,210.0,False,,new,experiments/results/DP_2_2/boolean/46.onnx,DP,2,2,0.2571428571428571,46,46.0,25.0,29.0,5.0,1.0,1.0,1.0,20.66,39.0,false
157,3.0,173.0,False,,new,experiments/results/DP_2_2/boolean/48.onnx,DP,1,1,0.017341040462427744,48,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
158,4.0,187.0,False,,new,experiments/results/DP_2_2/boolean/48.onnx,DP,1,2,0.0213903743315508,48,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
159,44.0,204.0,False,,new,experiments/results/DP_2_2/boolean/48.onnx,DP,2,1,0.21568627450980393,48,39.0,23.0,27.0,4.0,1.0,1.0,1.0,20.66,34.0,false
160,50.0,206.0,False,,new,experiments/results/DP_2_2/boolean/48.onnx,DP,2,2,0.24271844660194175,48,45.0,25.0,29.0,4.0,1.0,1.0,1.0,20.66,42.0,false
161,3.0,181.0,False,,new,experiments/results/DP_2_2/boolean/49.onnx,DP,1,1,0.016574585635359115,49,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
162,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/49.onnx,DP,1,2,0.023529411764705882,49,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
163,93.0,223.0,False,,new,experiments/results/DP_2_2/boolean/49.onnx,DP,2,1,0.4170403587443946,49,63.0,30.0,42.0,5.0,1.0,1.0,4.0,21.14,49.0,false
164,59.0,204.0,False,,new,experiments/results/DP_2_2/boolean/49.onnx,DP,2,2,0.28921568627450983,49,46.0,28.0,36.0,5.0,1.0,1.0,2.0,20.66,38.0,false
165,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/50.onnx,DP,1,1,0.017857142857142856,50,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
166,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/50.onnx,DP,1,2,0.023529411764705882,50,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
167,59.0,217.0,False,,new,experiments/results/DP_2_2/boolean/50.onnx,DP,2,1,0.271889400921659,50,42.0,35.0,48.0,4.0,1.0,1.0,1.0,20.66,44.0,false
168,62.0,224.0,False,,new,experiments/results/DP_2_2/boolean/50.onnx,DP,2,2,0.2767857142857143,50,48.0,28.0,35.0,4.0,1.0,1.0,0.0,20.66,60.0,false
169,3.0,167.0,False,,new,experiments/results/DP_2_2/boolean/51.onnx,DP,1,1,0.017964071856287425,51,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
170,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/51.onnx,DP,1,2,0.023668639053254437,51,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
171,53.0,208.0,False,,new,experiments/results/DP_2_2/boolean/51.onnx,DP,2,1,0.2548076923076923,51,45.0,23.0,27.0,4.0,1.0,1.0,3.0,20.66,40.0,false
172,58.0,215.0,False,,new,experiments/results/DP_2_2/boolean/51.onnx,DP,2,2,0.26976744186046514,51,48.0,28.0,36.0,5.0,1.0,1.0,2.0,20.66,48.0,false
173,3.0,166.0,False,,new,experiments/results/DP_2_2/boolean/52.onnx,DP,1,1,0.018072289156626505,52,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
174,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/52.onnx,DP,1,2,0.023952095808383235,52,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
175,48.0,217.0,False,,new,experiments/results/DP_2_2/boolean/52.onnx,DP,2,1,0.22119815668202766,52,37.0,25.0,32.0,5.0,1.0,1.0,2.0,20.66,50.0,false
176,61.0,222.0,False,,new,experiments/results/DP_2_2/boolean/52.onnx,DP,2,2,0.2747747747747748,52,48.0,28.0,36.0,5.0,1.0,1.0,2.0,20.66,41.0,false
177,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/53.onnx,DP,1,1,0.017543859649122806,53,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
178,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/53.onnx,DP,1,2,0.023391812865497075,53,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
179,51.0,199.0,False,,new,experiments/results/DP_2_2/boolean/53.onnx,DP,2,1,0.2562814070351759,53,41.0,25.0,32.0,6.0,0.0,1.0,2.0,20.66,34.0,false
180,64.0,238.0,False,,new,experiments/results/DP_2_2/boolean/53.onnx,DP,2,2,0.2689075630252101,53,51.0,28.0,36.0,5.0,1.0,1.0,2.0,21.14,59.0,false
181,3.0,173.0,False,,new,experiments/results/DP_2_2/boolean/54.onnx,DP,1,1,0.017341040462427744,54,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
182,4.0,165.0,False,,new,experiments/results/DP_2_2/boolean/54.onnx,DP,1,2,0.024242424242424242,54,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
183,88.0,223.0,False,,new,experiments/results/DP_2_2/boolean/54.onnx,DP,2,1,0.39461883408071746,54,60.0,37.0,53.0,15.0,0.0,1.0,2.0,21.62,43.0,false
184,101.0,246.0,False,,new,experiments/results/DP_2_2/boolean/54.onnx,DP,2,2,0.4105691056910569,54,71.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,58.0,true
185,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/55.onnx,DP,1,1,0.01764705882352941,55,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
186,4.0,178.0,False,,new,experiments/results/DP_2_2/boolean/55.onnx,DP,1,2,0.02247191011235955,55,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
187,40.0,203.0,False,,new,experiments/results/DP_2_2/boolean/55.onnx,DP,2,1,0.19704433497536947,55,34.0,23.0,27.0,4.0,1.0,1.0,2.0,20.66,29.0,false
188,47.0,214.0,False,,new,experiments/results/DP_2_2/boolean/55.onnx,DP,2,2,0.21962616822429906,55,41.0,25.0,29.0,4.0,1.0,1.0,2.0,20.66,47.0,false
189,3.0,174.0,False,,new,experiments/results/DP_2_2/boolean/56.onnx,DP,1,1,0.017241379310344827,56,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
190,4.0,176.0,False,,new,experiments/results/DP_2_2/boolean/56.onnx,DP,1,2,0.022727272727272728,56,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
191,44.0,211.0,False,,new,experiments/results/DP_2_2/boolean/56.onnx,DP,2,1,0.20853080568720378,56,35.0,25.0,32.0,5.0,1.0,1.0,2.0,20.66,34.0,false
192,54.0,209.0,False,,new,experiments/results/DP_2_2/boolean/56.onnx,DP,2,2,0.2583732057416268,56,47.0,25.0,29.0,4.0,0.0,1.0,0.0,20.66,42.0,false
193,3.0,166.0,False,,new,experiments/results/DP_2_2/boolean/57.onnx,DP,1,1,0.018072289156626505,57,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
194,4.0,179.0,False,,new,experiments/results/DP_2_2/boolean/57.onnx,DP,1,2,0.0223463687150838,57,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
195,47.0,201.0,False,,new,experiments/results/DP_2_2/boolean/57.onnx,DP,2,1,0.23383084577114427,57,35.0,27.0,36.0,6.0,0.0,1.0,1.0,20.66,36.0,false
196,57.0,221.0,False,,new,experiments/results/DP_2_2/boolean/57.onnx,DP,2,2,0.2579185520361991,57,42.0,31.0,42.0,7.0,0.0,1.0,1.0,20.66,52.0,false
197,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/58.onnx,DP,1,1,0.01744186046511628,58,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
198,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/58.onnx,DP,1,2,0.023668639053254437,58,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,false
199,46.0,209.0,False,,new,experiments/results/DP_2_2/boolean/58.onnx,DP,2,1,0.22009569377990432,58,36.0,25.0,31.0,5.0,0.0,1.0,1.0,20.66,35.0,false
200,51.0,205.0,False,,new,experiments/results/DP_2_2/boolean/58.onnx,DP,2,2,0.24878048780487805,58,42.0,25.0,29.0,4.0,1.0,1.0,1.0,20.66,32.0,false
201,3.0,185.0,False,,new,experiments/results/DP_2_2/boolean/59.onnx,DP,1,1,0.016216216216216217,59,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
202,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/59.onnx,DP,1,2,0.023809523809523808,59,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
203,40.0,196.0,False,,new,experiments/results/DP_2_2/boolean/59.onnx,DP,2,1,0.20408163265306123,59,35.0,23.0,27.0,4.0,0.0,1.0,1.0,20.66,30.0,false
204,49.0,237.0,False,,new,experiments/results/DP_2_2/boolean/59.onnx,DP,2,2,0.20675105485232068,59,44.0,25.0,29.0,4.0,0.0,1.0,1.0,20.66,61.0,false
205,3.0,193.0,False,,new,experiments/results/DP_2_2/boolean/60.onnx,DP,1,1,0.015544041450777202,60,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,false
206,4.0,172.0,False,,new,experiments/results/DP_2_2/boolean/60.onnx,DP,1,2,0.023255813953488372,60,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
207,49.0,216.0,False,,new,experiments/results/DP_2_2/boolean/60.onnx,DP,2,1,0.22685185185185186,60,41.0,23.0,27.0,5.0,1.0,1.0,2.0,20.66,42.0,false
208,53.0,208.0,False,,new,experiments/results/DP_2_2/boolean/60.onnx,DP,2,2,0.2548076923076923,60,43.0,25.0,29.0,5.0,0.0,1.0,1.0,20.66,36.0,false
209,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/61.onnx,DP,1,1,0.01764705882352941,61,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
210,4.0,178.0,False,,new,experiments/results/DP_2_2/boolean/61.onnx,DP,1,2,0.02247191011235955,61,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
211,50.0,221.0,False,,new,experiments/results/DP_2_2/boolean/61.onnx,DP,2,1,0.22624434389140272,61,41.0,23.0,27.0,5.0,1.0,1.0,2.0,20.66,52.0,false
212,55.0,215.0,False,,new,experiments/results/DP_2_2/boolean/61.onnx,DP,2,2,0.2558139534883721,61,45.0,25.0,29.0,5.0,0.0,1.0,1.0,20.66,50.0,false
213,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/62.onnx,DP,1,1,0.017543859649122806,62,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
214,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/62.onnx,DP,1,2,0.023668639053254437,62,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
215,52.0,200.0,False,,new,experiments/results/DP_2_2/boolean/62.onnx,DP,2,1,0.26,62,41.0,23.0,27.0,5.0,1.0,1.0,3.0,20.66,35.0,false
216,69.0,223.0,False,,new,experiments/results/DP_2_2/boolean/62.onnx,DP,2,2,0.3094170403587444,62,54.0,25.0,29.0,5.0,1.0,1.0,6.0,21.14,46.0,false
217,3.0,167.0,False,,new,experiments/results/DP_2_2/boolean/63.onnx,DP,1,1,0.017964071856287425,63,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
218,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/63.onnx,DP,1,2,0.023529411764705882,63,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
219,36.0,198.0,False,,new,experiments/results/DP_2_2/boolean/63.onnx,DP,2,1,0.18181818181818182,63,31.0,23.0,27.0,4.0,0.0,1.0,1.0,20.18,33.0,false
220,42.0,196.0,False,,new,experiments/results/DP_2_2/boolean/63.onnx,DP,2,2,0.21428571428571427,63,37.0,25.0,29.0,4.0,0.0,1.0,1.0,20.66,32.0,false
221,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/64.onnx,DP,1,1,0.017857142857142856,64,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
222,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/64.onnx,DP,1,2,0.023809523809523808,64,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
223,48.0,210.0,False,,new,experiments/results/DP_2_2/boolean/64.onnx,DP,2,1,0.22857142857142856,64,41.0,23.0,27.0,4.0,1.0,1.0,2.0,20.66,46.0,false
224,51.0,204.0,False,,new,experiments/results/DP_2_2/boolean/64.onnx,DP,2,2,0.25,64,42.0,25.0,29.0,4.0,0.0,1.0,1.0,20.66,40.0,false
225,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/65.onnx,DP,1,1,0.017543859649122806,65,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
226,4.0,177.0,False,,new,experiments/results/DP_2_2/boolean/65.onnx,DP,1,2,0.022598870056497175,65,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
227,44.0,201.0,False,,new,experiments/results/DP_2_2/boolean/65.onnx,DP,2,1,0.21890547263681592,65,36.0,23.0,27.0,5.0,0.0,1.0,1.0,20.66,35.0,false
228,53.0,216.0,False,,new,experiments/results/DP_2_2/boolean/65.onnx,DP,2,2,0.24537037037037038,65,43.0,25.0,29.0,5.0,0.0,1.0,1.0,20.66,43.0,false
229,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/66.onnx,DP,1,1,0.017543859649122806,66,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
230,4.0,172.0,False,,new,experiments/results/DP_2_2/boolean/66.onnx,DP,1,2,0.023255813953488372,66,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
231,38.0,205.0,False,,new,experiments/results/DP_2_2/boolean/66.onnx,DP,2,1,0.18536585365853658,66,33.0,23.0,27.0,4.0,0.0,1.0,1.0,20.18,32.0,false
232,43.0,201.0,False,,new,experiments/results/DP_2_2/boolean/66.onnx,DP,2,2,0.21393034825870647,66,38.0,25.0,29.0,4.0,0.0,1.0,1.0,20.66,34.0,false
233,3.0,189.0,False,,new,experiments/results/DP_2_2/boolean/67.onnx,DP,1,1,0.015873015873015872,67,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
234,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/67.onnx,DP,1,2,0.023952095808383235,67,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
235,43.0,200.0,False,,new,experiments/results/DP_2_2/boolean/67.onnx,DP,2,1,0.215,67,35.0,25.0,31.0,7.0,1.0,1.0,2.0,20.66,38.0,false
236,63.0,212.0,False,,new,experiments/results/DP_2_2/boolean/67.onnx,DP,2,2,0.2971698113207547,67,53.0,25.0,29.0,5.0,1.0,1.0,2.0,20.66,39.0,false
237,3.0,178.0,False,,new,experiments/results/DP_2_2/boolean/68.onnx,DP,1,1,0.016853932584269662,68,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
238,4.0,175.0,False,,new,experiments/results/DP_2_2/boolean/68.onnx,DP,1,2,0.022857142857142857,68,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
239,101.0,226.0,False,,new,experiments/results/DP_2_2/boolean/68.onnx,DP,2,1,0.4469026548672566,68,72.0,0.0,0.0,11.0,2.0,0.0,5.0,0.0,52.0,true
240,101.0,229.0,False,,new,experiments/results/DP_2_2/boolean/68.onnx,DP,2,2,0.4410480349344978,68,76.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,56.0,true
241,3.0,166.0,False,,new,experiments/results/DP_2_2/boolean/69.onnx,DP,1,1,0.018072289156626505,69,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
242,4.0,184.0,False,,new,experiments/results/DP_2_2/boolean/69.onnx,DP,1,2,0.021739130434782608,69,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
243,101.0,233.0,False,,new,experiments/results/DP_2_2/boolean/69.onnx,DP,2,1,0.4334763948497854,69,64.0,0.0,0.0,33.0,0.0,0.0,2.0,0.0,52.0,true
244,101.0,240.0,False,,new,experiments/results/DP_2_2/boolean/69.onnx,DP,2,2,0.42083333333333334,69,64.0,0.0,0.0,32.0,0.0,0.0,2.0,0.0,66.0,true
245,3.0,177.0,False,,new,experiments/results/DP_2_2/boolean/70.onnx,DP,1,1,0.01694915254237288,70,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
246,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/70.onnx,DP,1,2,0.023809523809523808,70,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
247,64.0,226.0,False,,new,experiments/results/DP_2_2/boolean/70.onnx,DP,2,1,0.2831858407079646,70,51.0,32.0,40.0,7.0,1.0,1.0,6.0,21.14,49.0,false
248,39.0,202.0,False,,new,experiments/results/DP_2_2/boolean/70.onnx,DP,2,2,0.19306930693069307,70,35.0,25.0,29.0,4.0,0.0,2.0,1.0,20.66,41.0,false
249,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,1,1,0.017857142857142856,71,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
250,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,1,2,0.023952095808383235,71,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
251,33.0,191.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,2,1,0.17277486910994763,71,27.0,23.0,27.0,6.0,0.0,1.0,0.0,20.18,29.0,false
252,41.0,207.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,2,2,0.19806763285024154,71,35.0,25.0,29.0,5.0,0.0,1.0,1.0,20.66,37.0,false
253,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,1,1,0.01764705882352941,72,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
254,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,1,2,0.023952095808383235,72,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
255,61.0,214.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,2,1,0.2850467289719626,72,40.0,32.0,45.0,20.0,0.0,1.0,0.0,21.14,42.0,false
256,65.0,215.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,2,2,0.3023255813953488,72,43.0,31.0,41.0,17.0,0.0,2.0,0.0,21.14,45.0,false
257,3.0,166.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,1,1,0.018072289156626505,73,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
258,4.0,179.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,1,2,0.0223463687150838,73,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
259,70.0,225.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,2,1,0.3111111111111111,73,45.0,38.0,55.0,25.0,1.0,1.0,0.0,21.62,50.0,false
260,77.0,233.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,2,2,0.33047210300429186,73,51.0,31.0,42.0,23.0,1.0,2.0,0.0,21.62,59.0,false
261,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,1,1,0.01764705882352941,74,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
262,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,1,2,0.023952095808383235,74,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
263,69.0,234.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,2,1,0.2948717948717949,74,45.0,27.0,35.0,22.0,1.0,1.0,0.0,21.62,59.0,false
264,78.0,230.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,2,2,0.3391304347826087,74,51.0,31.0,41.0,25.0,1.0,1.0,0.0,21.7,57.0,false
265,3.0,173.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,1,1,0.017341040462427744,75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
266,4.0,174.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,1,2,0.022988505747126436,75,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
267,70.0,223.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,2,1,0.31390134529147984,75,45.0,27.0,35.0,23.0,1.0,1.0,0.0,21.62,52.0,false
268,79.0,227.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,2,2,0.34801762114537443,75,51.0,31.0,41.0,26.0,1.0,1.0,0.0,21.7,57.0,false
269,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,1,1,0.01744186046511628,76,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
270,4.0,176.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,1,2,0.022727272727272728,76,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
271,80.0,229.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,2,1,0.34934497816593885,76,50.0,27.0,36.0,28.0,1.0,1.0,0.0,22.18,54.0,false
272,95.0,250.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,2,2,0.38,76,60.0,31.0,42.0,31.0,1.0,1.0,0.0,22.66,65.0,false
273,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,1,1,0.01764705882352941,77,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
274,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,1,2,0.023529411764705882,77,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
275,71.0,236.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,2,1,0.3008474576271186,77,47.0,27.0,35.0,22.0,1.0,2.0,0.0,21.62,46.0,false
276,80.0,241.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,2,2,0.33195020746887965,77,53.0,31.0,41.0,25.0,1.0,2.0,0.0,21.7,61.0,false
277,3.0,169.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,1,1,0.01775147928994083,78,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
278,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,1,2,0.023952095808383235,78,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
279,69.0,230.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,2,1,0.3,78,47.0,27.0,35.0,19.0,1.0,3.0,1.0,21.62,65.0,false
280,80.0,230.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,2,2,0.34782608695652173,78,55.0,31.0,41.0,22.0,1.0,3.0,1.0,21.62,59.0,false
281,3.0,179.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,1,1,0.01675977653631285,79,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
282,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,1,2,0.023668639053254437,79,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
283,95.0,233.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,2,1,0.40772532188841204,79,66.0,30.0,39.0,20.0,1.0,2.0,3.0,22.18,58.0,false
284,101.0,240.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,2,2,0.42083333333333334,79,74.0,0.0,0.0,16.0,1.0,0.0,6.0,0.0,59.0,true
285,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,1,1,0.017543859649122806,80,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
286,4.0,163.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,1,2,0.024539877300613498,80,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
287,101.0,229.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,2,1,0.4410480349344978,80,73.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,62.0,true
288,78.0,228.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,2,2,0.34210526315789475,80,55.0,28.0,35.0,19.0,0.0,3.0,2.0,21.62,61.0,false
289,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,1,1,0.017543859649122806,81,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
290,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,1,2,0.023391812865497075,81,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
291,58.0,209.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,2,1,0.27751196172248804,81,40.0,27.0,36.0,15.0,0.0,1.0,0.0,21.14,42.0,false
292,96.0,228.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,2,2,0.42105263157894735,81,66.0,31.0,42.0,16.0,0.0,1.0,3.0,22.18,54.0,false
293,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,1,1,0.01744186046511628,82,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
294,4.0,164.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,1,2,0.024390243902439025,82,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,false
295,71.0,227.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,2,1,0.31277533039647576,82,49.0,27.0,36.0,15.0,0.0,1.0,3.0,21.14,53.0,false
296,95.0,231.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,2,2,0.41125541125541126,82,65.0,44.0,65.0,22.0,1.0,1.0,1.0,22.18,56.0,false
